feeder,scenario_id,bus,vm_pu,voltage_violation,pv_bin,load_bin,method,conformal_variant,y_pred,lower,upper,q_used,risk_flag
69,214,40,1.0012033296748402,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0012079195170684,0.9988386255462438,1.003577213487893,0.002369293970824655,False
69,214,41,1.001334658592688,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0013393775389976,0.998970083568173,1.0037086715098222,0.002369293970824655,False
69,214,42,1.001352063408989,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0013567901733034,0.9989874962024787,1.003726084144128,0.002369293970824655,False
69,214,43,1.001356197839267,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0013609261268914,0.9989916321560668,1.003730220097716,0.002369293970824655,False
69,214,44,1.0014051470005296,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0014098838225578,0.9990405898517332,1.0037791777933824,0.002369293970824655,False
69,214,45,1.001404870708288,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,1.0014096075316656,0.999040313560841,1.0037789015024903,0.002369293970824655,False
69,214,46,0.9998890541890492,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.999890526925726,0.9975212329549014,1.0022598208965507,0.002369293970824655,False
69,214,47,0.9990644349421436,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9990692329918274,0.9966999390210027,1.001438526962652,0.002369293970824655,False
69,214,48,0.996519199515357,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9965291941379457,0.9941599001671211,0.9988984881087704,0.002369293970824655,False
69,214,49,0.9961583832522622,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9961684728564676,0.993799178885643,0.9985377668272922,0.002369293970824655,False
69,214,50,0.9932907402929034,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9935061645236308,0.9911368705528062,0.9958754584944555,0.002369293970824655,False
69,214,51,0.9932844781441342,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.993499903754504,0.9911306097836794,0.9958691977253287,0.002369293970824655,False
69,214,52,0.9919708241048808,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9922281887680429,0.9898588947972182,0.9945974827388675,0.002369293970824655,False
69,214,53,0.9908154172147818,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.991108346345978,0.9887390523751534,0.9934776403168026,0.002369293970824655,False
69,214,54,0.9892418912016736,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9895816309390394,0.9872123369682148,0.991950924909864,0.002369293970824655,False
69,214,55,0.9877236252160118,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9881063940387456,0.9857371000679209,0.9904756880095702,0.002369293970824655,False
69,214,56,0.9805526273345074,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9811107220454471,0.9787414280746225,0.9834800160162718,0.002369293970824655,False
69,214,57,0.9770342320760684,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.977644473106273,0.9752751791354484,0.9800137670770976,0.002369293970824655,False
69,214,58,0.9756788944331268,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9763031802203799,0.9739338862495552,0.9786724741912045,0.002369293970824655,False
69,214,59,0.973798079588538,False,0.8,low_load,LinDistFlow physical backbone + global quantile,global,0.9744351175996924,0.9720658236288677,0.976804411570517,0.002369293970824655,False
