feeder,scenario_id,load_relief,pv_curtail,predicted_risk_buses,predicted_interval_severity,predicted_mean_width,ldf_point_severity
33,143,0.1,0.2,17,0.030576423318018797,0.0005274910307726566,0.02747489841847195
33,143,0.2,0.0,5,0.0134759761219303,0.0007579145766942775,0.01119719014045839
33,143,0.2,0.1,5,0.016000661379333425,0.0005274910307726566,0.013735271801436744
33,143,0.2,0.2,12,0.018649520517634355,0.0005274910307726566,0.01628025257184984
33,149,0.0,0.0,4,0.006951425817665724,0.00040027599572001193,0.005359189214731774
33,149,0.0,0.1,5,0.008802840631516151,0.0005274910307726566,0.007110349697284746
33,149,0.0,0.2,6,0.010682256101032017,0.0005274910307726566,0.008864768540193024
33,149,0.1,0.0,0,0.0,0.00040027599572001193,0.0
33,149,0.1,0.1,3,0.0010487763901084746,0.0005274910307726566,0.0
33,149,0.1,0.2,3,0.0028557025676423375,0.0005274910307726566,0.0014188139606227113
33,149,0.2,0.0,0,0.0,0.00040027599572001193,0.0
33,149,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,149,0.2,0.2,0,0.0,0.0005274910307726566,0.0
33,153,0.0,0.0,16,0.03395103473020078,0.0007026593885042198,0.030682227311669696
33,153,0.0,0.1,17,0.036533748491757057,0.0005274910307726532,0.0331968639404685
33,153,0.0,0.2,18,0.0392110991625344,0.0005274910307726566,0.03571841679023657
33,153,0.1,0.0,14,0.022332004488647028,0.0007026593885042232,0.019813014843462096
33,153,0.1,0.1,15,0.02478853986806384,0.0005274910307726532,0.022298188822200804
33,153,0.1,0.2,16,0.027390148588142482,0.0005274910307726566,0.02479003811538616
33,153,0.2,0.0,9,0.010952650018066112,0.00036177907957557487,0.009069350308649748
33,153,0.2,0.1,10,0.013616742131349224,0.0005274910307726566,0.011526073544637083
33,153,0.2,0.2,13,0.01611401309309335,0.0005274910307726532,0.013989244856392857
33,159,0.0,0.0,5,0.012085268727655807,0.0007026593885042232,0.00954888474291804
33,159,0.0,0.1,5,0.015271386732105152,0.0005274910307726566,0.012815702169232446
33,159,0.0,0.2,12,0.018542516688473065,0.0005274910307726566,0.016093946902147716
33,159,0.1,0.0,3,0.002044261865859043,0.0007026593885042232,0.0001908811465322069
33,159,0.1,0.1,3,0.005373379865014849,0.0005274910307726566,0.0034254016880335136
33,159,0.1,0.2,4,0.008639993276435387,0.0005274910307726566,0.006671012805330889
33,159,0.2,0.0,0,0.0,0.00036177907957557823,0.0
33,159,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,159,0.2,0.2,0,0.0,0.0005274910307726566,0.0
33,161,0.0,0.0,21,0.03687594616846668,0.0007579145766942775,0.032978574900772384
33,161,0.0,0.1,21,0.03963947012076385,0.0005274910307726532,0.03575116288896507
33,161,0.0,0.2,21,0.042586585346437666,0.0005274910307726566,0.03853218475541276
33,161,0.1,0.0,17,0.024518949130635015,0.0007579145766942741,0.0216073984493117
33,161,0.1,0.1,18,0.027316865788181266,0.0005274910307726566,0.02434592601668062
33,161,0.1,0.2,19,0.030231809494221662,0.0005274910307726532,0.027092579534773842
33,161,0.2,0.0,11,0.012652057154183605,0.0007579145766942741,0.01037382372717377
33,161,0.2,0.1,15,0.015344062632875688,0.0005274910307726532,0.01307951607142599
33,161,0.2,0.2,16,0.01816718133061379,0.0005274910307726532,0.015793044731086003
33,162,0.0,0.0,4,0.005922460119464956,0.0007851903743807432,0.0035680483019835396
33,162,0.0,0.1,11,0.010402202809047911,0.0005274910307726532,0.007921983178692749
33,162,0.0,0.2,14,0.014843249833705219,0.0005274910307726566,0.012296133973513923
33,162,0.1,0.0,0,0.0,0.0007851903743807398,0.0
33,162,0.1,0.1,0,0.0,0.0005274910307726566,0.0
33,162,0.1,0.2,4,0.00440857734890987,0.0005274910307726532,0.002404281426685695
33,162,0.2,0.0,0,0.0,0.0005968840775811834,0.0
33,162,0.2,0.1,0,0.0,0.0005274910307726566,0.0
33,162,0.2,0.2,0,0.0,0.0005274910307726566,0.0
33,170,0.0,0.0,21,0.04588496355899019,0.0006887679490457066,0.042001632364476515
33,170,0.0,0.1,21,0.047308393898748635,0.0005274910307726566,0.04336405008234678
33,170,0.0,0.2,21,0.04877337688076122,0.0005274910307726566,0.04472851821268797
33,170,0.1,0.0,19,0.034206253046770385,0.0006887679490457066,0.03104014124033283
33,170,0.1,0.1,20,0.03554052681999542,0.0005274910307726566,0.03238628385038966
33,170,0.1,0.2,20,0.03700969864664838,0.0005274910307726566,0.03373440415990303
33,170,0.2,0.0,16,0.022692529402544404,0.0006887679490457066,0.020207868179989652
33,170,0.2,0.1,16,0.02400581161072013,0.0005274910307726566,0.021538305341189612
33,170,0.2,0.2,16,0.025413967143985472,0.0005274910307726566,0.022870651687144528
33,178,0.0,0.0,0,0.0,0.0005968840775811834,0.0
33,178,0.0,0.1,0,0.0,0.0005274910307726734,0.0
33,178,0.0,0.2,0,0.0,0.0005274910307726734,0.0
