method,variant,feeder,scenario_id,branch_count,drop_rmse,drop_mae,drop_max_abs,scenario_violation_any,realized_severity
Neural graph residual ablation,topology_conditioned,69,84,68,0.0013601951526506994,0.0009312796706462725,0.0037391126283641955,True,0.1413087571672499
Neural graph residual ablation,topology_conditioned,69,88,68,0.0013767313149753305,0.0007487980559581338,0.008548475573528629,True,0.026539023910398418
Neural graph residual ablation,topology_conditioned,69,99,68,0.0026932557926945856,0.0019827503810282525,0.008469271900155468,False,0.0
Neural graph residual ablation,topology_conditioned,69,101,68,0.003982478332209481,0.002916114236578448,0.010286517501494306,True,0.0068982969572077835
Neural graph residual ablation,topology_conditioned,69,102,68,0.0016494494681025147,0.0010764470745177424,0.00587843688677777,True,0.3242800071876122
Neural graph residual ablation,topology_conditioned,69,108,68,0.001847083347551371,0.0011892484250907824,0.007474876610556279,True,0.15103793248057507
Neural graph residual ablation,topology_conditioned,69,116,68,0.0016304531764561026,0.0010231772389063956,0.006032733874770137,True,0.4652834274306893
Neural graph residual ablation,topology_conditioned,69,118,68,0.001491618794511952,0.0011622234077678947,0.0033607846982076895,True,0.106198532215391
Neural graph residual ablation,topology_conditioned,69,120,68,0.004715674632164182,0.003222630315087262,0.01608139904598317,False,0.0
Neural graph residual ablation,topology_conditioned,69,122,68,0.0019387261947026756,0.0013813737537677199,0.007448331237497982,False,0.0
Neural graph residual ablation,topology_conditioned,69,126,68,0.0013589972181633672,0.0009467407137360209,0.0038934560779822413,True,0.1636637428515474
Neural graph residual ablation,topology_conditioned,69,127,68,0.0016475319078437499,0.001159954054077035,0.0048183158879917835,True,0.29078567823763257
Neural graph residual ablation,topology_conditioned,69,133,68,0.001791473361230611,0.001436920461760896,0.004952358224005449,True,0.04090512179969996
Neural graph residual ablation,topology_conditioned,69,136,68,0.00225060321836445,0.0016780024379954954,0.005872296524755975,True,0.36592531019642094
Neural graph residual ablation,topology_conditioned,69,144,68,0.00204874466249084,0.0015488719905324376,0.005518382255812713,True,0.35760564040672227
Neural graph residual ablation,topology_conditioned,69,147,68,0.0020255622919829936,0.0014791821960939793,0.005505720990045768,True,0.1579988535799246
Neural graph residual ablation,topology_conditioned,69,156,68,0.0018326663725845966,0.0013692021542082604,0.006468530885393937,True,0.013965017705318217
Neural graph residual ablation,topology_conditioned,69,158,68,0.0026198207006400947,0.0020429339594877902,0.006877859133860369,True,0.12002150866071404
Neural graph residual ablation,topology_conditioned,69,164,68,0.002029217468177594,0.001468683154363362,0.005339660244758808,True,0.1689511675724642
Neural graph residual ablation,topology_conditioned,69,168,68,0.0016802371217459473,0.0011032689671170441,0.00571943350358577,True,0.42852341633407565
Neural graph residual ablation,topology_conditioned,69,194,68,0.0016255633522098227,0.0012300523697774614,0.0043802618591925555,True,0.02661956911022323
Neural graph residual ablation,topology_conditioned,69,197,68,0.0013909010392312857,0.0010162791407033664,0.004759383925498681,True,0.0692386456261026
Neural graph residual ablation,topology_conditioned,69,200,68,0.0020152057683577623,0.001095622122695691,0.00827886746022725,True,0.022129077719464152
Neural graph residual ablation,topology_conditioned,69,201,68,0.002395525984300787,0.0019432125000634778,0.005619962888533582,True,0.00578595012346661
Neural graph residual ablation,topology_conditioned,69,205,68,0.0017853984737074395,0.001235474112982822,0.00478870796162654,True,0.33173031461161795
Neural graph residual ablation,topology_conditioned,69,206,68,0.001963147314080357,0.001043715694564159,0.010647028009879374,True,0.02942141945579002
Neural graph residual ablation,topology_conditioned,69,209,68,0.001811258108205266,0.0012368925715480603,0.005027377604351435,True,0.2558976219068452
Neural graph residual ablation,topology_conditioned,69,210,68,0.0018475376823562648,0.0014153046975769014,0.005278776840253433,True,0.20959447216329663
Neural graph residual ablation,topology_conditioned,69,214,68,0.0031434393652374766,0.00226279492654062,0.008781739725987801,False,0.0
Neural graph residual ablation,topology_conditioned,69,218,68,0.0012043044187854427,0.0009007659142394861,0.0032221033477275573,True,0.03032056242407355
Neural graph residual ablation,topology_conditioned,69,230,68,0.0039206797557695214,0.002761803493420736,0.011650154767489164,False,0.0
Neural graph residual ablation,topology_conditioned,69,235,68,0.0023206013751264688,0.0018186196766362055,0.00732104427300566,True,0.051344553126756676
Neural graph residual ablation,topology_conditioned,69,244,68,0.002020599775034345,0.00154306083635147,0.006017824534098721,True,0.13020537158667067
Neural graph residual ablation,topology_conditioned,69,251,68,0.005129360071640483,0.003531248899044241,0.015389635785927048,True,0.2500513958855004
Neural graph residual ablation,topology_conditioned,69,254,68,0.00212092542850748,0.0015769842581367744,0.006188016874586855,True,0.46475835982333846
Neural graph residual ablation,topology_conditioned,69,257,68,0.00367475181231468,0.0027731355600689174,0.012809251569084608,True,0.013056100181927377
Neural graph residual ablation,topology_conditioned,69,268,68,0.0016360716528600655,0.0011072509609752952,0.005639410041372044,True,0.33471763699583457
Neural graph residual ablation,topology_conditioned,69,269,68,0.0016635147113706471,0.0010697164516717816,0.0063064514672408045,True,0.3246257772611043
Neural graph residual ablation,topology_conditioned,69,272,68,0.0016971405454101827,0.0011312794367164922,0.005406078593061491,True,0.3464515547046978
Neural graph residual ablation,topology_conditioned,69,275,68,0.001564676449122731,0.0011947618713691547,0.0044046793505740645,True,0.0047088026040568165
Neural graph residual ablation,topology_conditioned,69,281,68,0.0026143268180316677,0.001997268868401905,0.0068994098397645864,True,0.2610421393016801
Neural graph residual ablation,topology_conditioned,69,286,68,0.002195016312902993,0.0016908693789359313,0.006905905794323994,True,0.00837630297231684
Neural graph residual ablation,topology_conditioned,69,291,68,0.003833768237905666,0.0029568427569819176,0.01003142112494375,False,0.0
Neural graph residual ablation,topology_conditioned,69,294,68,0.003991484386019777,0.0030733760725335114,0.009617755064863273,True,0.19576536719915527
Neural graph residual ablation,topology_conditioned,69,297,68,0.0022707819578683948,0.001594295101220752,0.009466504010121848,True,0.015704048991353692
Neural graph residual ablation,topology_conditioned,69,299,68,0.0016738422602788534,0.0012589606386994188,0.003918346649897018,True,0.3693853630443613
